project_id,industry,team_size,budget_k,duration_months,complexity,vendor_count,risk_score,stakeholder_engagement,actual_cost_k,success,satisfaction
P0753,Healthcare,5,64,7,6.56,0,0.34,2,104.3,0,2.0
P0754,Healthcare,7,64,3,8.94,3,0.53,3,105.79,0,5.36
P0755,Retail,12,483,8,7.71,2,0.92,1,803.73,0,2.11
P0756,Technology,7,115,17,7.03,3,0.29,2,140.78,0,2.6
P0757,Retail,14,244,23,7.7,0,0.92,1,405.29,0,1.33
P0758,Healthcare,16,194,22,3.51,0,0.71,1,217.83,0,0.35
P0759,Finance,9,236,7,1.83,1,0.53,3,231.65,0,6.09
P0760,Healthcare,16,255,5,2.08,2,0.08,4,262.92,1,9.49
P0761,Finance,19,207,6,5.36,2,0.08,2,205.41,1,7.87
P0762,Technology,17,185,4,3.65,2,0.21,3,191.08,1,9.19
P0763,Retail,20,404,18,5.39,2,0.49,1,543.98,0,0.34
P0764,Finance,3,468,21,8.64,0,0.84,5,779.93,0,10.0
P0765,Healthcare,10,84,18,3.52,2,0.3,1,112.24,0,2.52
P0766,Technology,14,76,19,2.23,1,0.68,5,100.47,0,10.0
P0767,Retail,5,210,22,9.94,4,0.34,2,330.3,0,4.9
P0768,Technology,20,446,5,3.41,4,0.14,4,467.52,1,9.8
P0769,Retail,4,471,8,8.27,0,0.77,5,770.25,0,9.49
P0770,Technology,17,336,18,8.74,1,0.28,1,492.26,0,0.0
P0771,Manufacturing,16,225,16,1.76,5,0.96,5,271.08,0,10.0
P0772,Technology,12,491,7,6.93,5,0.99,3,776.55,0,7.36
P0773,Technology,16,236,14,2.33,1,0.02,3,226.47,1,8.54
P0774,Healthcare,19,314,3,7.27,1,0.98,1,530.7,0,1.11
P0775,Finance,13,235,7,9.48,2,0.49,2,372.61,0,2.81
P0776,Healthcare,14,341,20,2.67,7,0.12,4,362.44,1,10.0
P0777,Retail,8,88,13,1.8,1,0.15,4,90.68,1,9.8
P0778,Healthcare,11,182,8,5.32,3,0.68,2,248.57,0,3.95
P0779,Manufacturing,20,471,9,8.19,3,0.73,2,768.09,0,4.25
P0780,Finance,11,425,19,1.98,1,0.44,4,481.97,1,8.95
P0781,Technology,6,265,5,4.08,2,0.36,3,323.15,0,6.26
P0782,Retail,7,448,14,5.35,2,0.54,3,614.98,0,5.64
P0783,Finance,5,378,6,4.67,0,0.4,2,477.68,0,5.32
P0784,Retail,13,139,3,1.75,2,0.65,5,145.61,0,9.89
P0785,Retail,17,437,11,3.71,1,0.2,5,480.24,1,10.0
P0786,Technology,15,170,21,1.11,1,0.39,4,188.06,1,9.3
P0787,Manufacturing,4,455,17,2.88,2,0.72,3,553.79,0,5.07
P0788,Manufacturing,9,355,15,9.5,6,0.21,1,532.77,0,2.04
P0789,Technology,13,205,9,9.04,1,0.25,2,319.54,0,5.16
P0790,Retail,16,230,18,3.34,3,0.94,3,332.27,0,5.57
P0791,Retail,11,107,13,8.95,2,0.05,4,136.48,0,8.37
P0792,Technology,9,382,20,2.62,2,0.07,4,368.09,1,9.06
P0793,Technology,10,105,6,8.85,3,0.69,5,172.65,0,8.35
P0794,Healthcare,14,408,5,8.95,1,0.26,1,618.81,0,2.41
P0795,Finance,17,144,12,4.77,1,0.14,1,166.79,0,1.16
P0796,Technology,15,347,12,7.77,1,0.84,3,523.55,0,6.29
P0797,Healthcare,9,115,10,6.58,1,0.47,1,141.96,0,0.62
P0798,Retail,4,296,13,7.0,3,0.05,2,369.04,0,4.41
P0799,Retail,17,215,19,6.63,4,0.9,4,329.65,0,9.69
P0800,Technology,8,451,15,7.21,1,0.92,3,691.92,0,5.73
P0801,Manufacturing,12,374,19,7.26,2,0.16,5,517.19,0,9.91
P0802,Technology,17,417,20,4.91,2,0.91,3,599.77,0,6.6
P0803,Finance,16,448,13,2.19,1,0.33,4,474.32,1,8.41
P0804,Healthcare,4,397,3,2.88,2,0.24,5,419.55,1,10.0
P0805,Technology,13,81,23,1.98,1,0.28,1,97.97,0,1.31
P0806,Healthcare,16,430,8,2.69,0,0.87,4,529.51,0,8.74
P0807,Technology,9,227,17,2.9,2,0.12,1,224.36,1,4.37
P0808,Healthcare,5,321,17,2.27,2,0.32,3,347.22,1,8.19
P0809,Healthcare,15,112,22,7.73,0,0.17,4,177.84,0,7.88
P0810,Healthcare,13,64,15,2.01,1,0.18,5,73.12,1,10.0
P0811,Finance,10,410,4,6.62,2,0.28,1,522.5,0,2.45
P0812,Healthcare,13,205,13,5.64,1,0.12,1,243.98,0,1.82
P0813,Retail,9,360,7,3.76,1,0.84,1,480.11,0,3.81
P0814,Manufacturing,20,471,11,7.8,2,0.15,4,627.42,0,8.23
P0815,Manufacturing,9,147,23,8.44,5,0.05,5,195.07,0,8.91
P0816,Technology,12,129,10,6.12,2,0.01,5,144.78,1,10.0
P0817,Healthcare,7,297,19,1.08,1,0.09,5,259.67,1,10.0
P0818,Retail,17,221,7,2.3,4,0.38,3,240.38,1,8.1
P0819,Finance,17,114,18,7.96,1,0.78,3,154.05,0,6.96
P0820,Finance,14,492,3,3.85,1,0.48,1,598.07,0,3.24
P0821,Manufacturing,16,330,9,1.01,2,0.29,1,339.52,1,5.29
P0822,Technology,14,215,6,6.74,1,0.84,4,329.3,0,7.4
P0823,Healthcare,13,390,4,6.71,1,0.58,1,562.4,0,1.77
P0824,Healthcare,11,280,11,9.98,1,0.1,3,435.67,0,5.52
P0825,Manufacturing,13,346,16,1.52,4,0.59,4,379.19,0,8.82
P0826,Manufacturing,17,212,14,3.54,0,0.97,1,292.7,0,2.94
P0827,Healthcare,17,409,9,8.96,3,0.67,2,676.27,0,4.42
P0828,Technology,5,281,20,6.05,4,0.49,4,366.72,0,8.8
P0829,Manufacturing,3,387,21,2.1,1,0.39,4,426.02,1,10.0
P0830,Retail,11,445,6,2.0,5,0.76,5,541.72,0,9.29
P0831,Retail,17,116,5,7.43,1,0.06,3,128.19,1,5.97
P0832,Manufacturing,14,417,23,8.57,1,0.4,3,612.4,0,5.98
P0833,Manufacturing,18,77,5,9.07,3,0.31,2,132.18,0,3.38
P0834,Manufacturing,5,327,13,3.51,0,0.94,4,457.12,0,8.24
P0835,Healthcare,17,411,11,2.35,0,0.48,1,461.18,1,2.98
P0836,Retail,8,288,19,6.22,0,0.01,3,351.27,0,6.47
P0837,Technology,18,235,14,7.45,1,0.56,4,345.99,0,9.45
P0838,Technology,14,254,18,4.39,2,0.1,3,286.3,1,6.89
P0839,Manufacturing,16,174,15,1.97,1,0.75,3,214.8,0,5.44
P0840,Finance,15,243,22,7.87,1,0.21,4,382.43,0,7.15
P0841,Retail,10,198,21,1.6,4,0.51,3,219.92,0,5.98
P0842,Retail,18,175,23,7.21,1,0.42,2,251.57,0,5.38
P0843,Finance,13,435,14,9.76,0,0.38,1,684.87,0,1.56
P0844,Retail,9,81,18,4.01,2,0.06,1,100.02,0,2.83
P0845,Technology,17,383,23,8.55,1,0.05,4,555.57,0,7.73
P0846,Healthcare,7,203,16,9.74,1,0.58,5,325.9,0,9.58
P0847,Healthcare,4,361,8,4.72,2,0.24,4,421.91,0,8.14
P0848,Technology,14,146,6,1.47,2,0.94,3,156.13,0,4.51
P0849,Finance,8,227,22,5.06,2,0.41,2,286.57,0,5.25
P0850,Technology,20,441,22,2.78,3,0.58,5,526.27,0,8.81
P0851,Finance,12,398,23,9.79,2,0.2,4,628.71,0,5.86
P0852,Technology,4,281,3,9.76,1,0.68,1,477.82,0,2.74
P0853,Retail,3,143,16,1.03,1,0.09,3,134.81,1,7.59
P0854,Retail,6,92,6,8.94,2,0.26,1,138.27,0,0.2
P0855,Healthcare,18,246,11,7.74,1,0.03,4,338.82,0,7.28
P0856,Finance,6,165,18,9.8,1,0.51,4,267.07,0,8.86
P0857,Healthcare,15,423,15,5.47,1,0.22,2,535.03,0,3.77
P0858,Finance,3,88,21,5.01,1,0.6,4,113.97,0,9.75
P0859,Finance,13,440,8,1.15,3,0.42,1,463.92,1,3.19
P0860,Retail,14,109,15,3.24,4,0.91,5,132.25,0,9.29
P0861,Healthcare,9,289,22,9.45,2,0.89,3,468.9,0,7.45
P0862,Retail,13,359,17,2.97,2,0.56,2,406.38,0,3.03
P0863,Retail,15,342,7,5.59,2,0.74,2,513.71,0,4.66
P0864,Finance,6,148,3,1.57,2,0.51,3,171.95,0,3.66
P0865,Manufacturing,16,237,8,8.87,2,0.4,2,378.14,0,3.93
P0866,Finance,11,238,15,9.02,4,0.9,5,425.32,0,10.0
P0867,Technology,19,284,19,2.54,3,0.32,3,321.79,1,8.73
P0868,Healthcare,15,192,21,8.73,4,0.49,4,292.66,0,7.76
P0869,Healthcare,9,450,9,4.28,3,0.7,2,592.75,0,3.19
P0870,Healthcare,13,107,19,4.24,4,0.59,2,156.41,0,2.35
P0871,Retail,8,200,22,9.6,4,0.63,3,311.71,0,7.92
P0872,Retail,3,68,3,5.87,5,0.16,2,73.96,1,7.39
P0873,Retail,17,339,10,1.52,3,0.66,5,359.93,0,10.0
P0874,Retail,5,88,12,3.78,0,0.38,1,103.9,0,2.28
P0875,Healthcare,16,215,22,3.77,1,0.95,3,306.33,0,6.95
P0876,Retail,15,416,16,2.83,2,0.09,2,418.04,1,6.8
P0877,Manufacturing,7,94,17,7.66,3,0.62,3,144.55,0,7.46
P0878,Retail,17,303,10,3.35,4,0.83,1,408.97,0,2.7
P0879,Technology,14,362,11,6.07,2,0.44,4,478.13,0,8.31
P0880,Technology,15,261,13,4.96,2,0.49,3,364.42,0,5.88
P0881,Finance,15,373,19,4.46,3,0.58,2,489.36,0,4.25
P0882,Retail,17,173,23,3.35,1,0.59,1,212.98,0,2.73
P0883,Technology,9,485,19,7.11,2,0.19,4,639.08,0,7.52
P0884,Retail,15,414,3,3.23,5,0.36,4,426.05,1,10.0
P0885,Technology,17,425,12,7.22,1,0.17,1,576.8,0,1.92
P0886,Finance,14,143,23,8.72,1,0.46,2,229.76,0,3.84
P0887,Manufacturing,15,453,9,8.49,1,0.01,3,606.92,0,8.48
P0888,Healthcare,7,414,6,5.86,2,0.55,4,585.13,0,6.98
P0889,Retail,17,221,18,8.35,0,0.79,4,346.51,0,6.55
P0890,Healthcare,18,296,21,4.71,4,0.59,1,389.87,0,3.58
P0891,Healthcare,11,462,8,9.67,3,0.66,4,758.1,0,8.56
P0892,Healthcare,5,143,18,1.11,3,0.81,5,132.45,0,10.0
P0893,Retail,5,265,9,1.04,3,0.16,5,245.67,1,10.0
P0894,Manufacturing,7,184,13,3.38,2,0.05,5,204.22,1,10.0
P0895,Retail,5,435,21,3.73,3,0.04,1,457.01,1,2.99
P0896,Retail,18,453,6,7.03,4,0.54,3,648.7,0,6.12
P0897,Retail,15,493,9,9.96,0,0.27,5,763.19,0,8.12
P0898,Healthcare,3,407,20,6.95,2,0.36,2,561.86,0,3.9
P0899,Healthcare,17,303,8,1.91,1,0.09,1,295.29,1,3.98
P0900,Technology,5,74,13,3.64,0,0.85,1,85.38,0,3.95
P0901,Finance,11,173,9,2.7,1,0.81,2,224.56,0,5.5
P0902,Retail,17,436,22,3.48,1,0.49,1,528.28,0,2.01
P0903,Manufacturing,4,268,13,9.15,3,0.39,2,403.67,0,4.73
P0904,Healthcare,16,236,12,5.0,5,0.93,5,326.14,0,9.35
P0905,Finance,12,349,7,3.34,3,0.24,1,385.89,1,4.77
P0906,Manufacturing,11,219,17,5.0,3,0.97,4,314.93,0,6.56
P0907,Technology,16,405,18,7.23,2,0.1,4,543.19,0,8.37
P0908,Healthcare,17,269,20,8.84,3,0.37,1,414.55,0,2.86
P0909,Finance,15,289,19,1.73,2,0.77,3,349.01,0,5.99
P0910,Retail,9,140,6,5.92,3,0.64,1,225.34,0,1.66
P0911,Manufacturing,9,320,9,9.46,1,0.66,4,547.75,0,6.75
P0912,Manufacturing,14,269,4,4.55,1,0.07,1,320.88,0,1.97
P0913,Technology,20,382,15,8.31,3,0.15,2,555.82,0,2.76
P0914,Healthcare,15,81,12,1.91,1,0.17,3,82.53,1,8.69
P0915,Finance,14,494,8,9.27,0,0.9,2,827.76,0,3.11
P0916,Technology,12,414,13,4.62,1,0.01,1,443.96,1,3.73
P0917,Technology,13,131,11,7.52,2,0.79,4,211.56,0,8.38
P0918,Finance,9,284,18,7.09,1,0.21,1,373.06,0,0.65
P0919,Manufacturing,5,222,5,6.97,1,0.25,1,312.05,0,0.83
P0920,Retail,20,239,14,6.09,3,0.26,3,314.83,0,7.55
P0921,Healthcare,14,492,14,8.73,3,0.87,4,831.54,0,7.91
P0922,Manufacturing,17,386,13,8.51,2,0.52,1,621.87,0,0.0
P0923,Retail,18,362,14,2.35,1,0.59,2,415.84,0,3.28
P0924,Retail,10,460,3,5.95,1,0.17,4,552.69,0,9.99
P0925,Healthcare,19,138,23,7.03,1,0.27,1,207.3,0,2.93
P0926,Healthcare,4,278,4,9.25,2,0.27,5,445.89,0,9.13
P0927,Retail,18,375,23,9.86,1,0.26,4,542.26,0,7.86
P0928,Manufacturing,9,350,23,1.45,4,0.22,1,352.83,1,3.3
P0929,Healthcare,4,142,4,7.97,2,0.42,3,208.59,0,6.49
P0930,Finance,13,438,6,9.12,2,0.36,1,692.8,0,0.94
P0931,Finance,11,162,6,5.33,5,0.37,2,212.2,0,3.95
P0932,Technology,7,220,21,5.8,2,0.99,2,338.41,0,3.48
P0933,Retail,20,164,14,7.28,4,0.05,2,214.85,0,3.6
P0934,Healthcare,9,354,21,9.47,1,0.95,2,613.89,0,3.1
P0935,Technology,3,390,8,1.62,4,0.57,5,435.68,0,9.43
P0936,Retail,18,114,16,6.01,2,0.49,2,144.8,0,3.88
P0937,Finance,19,91,7,1.3,0,0.93,3,111.61,0,6.75
P0938,Finance,12,326,18,4.8,3,0.44,1,425.07,0,2.29
P0939,Technology,3,53,23,3.22,0,0.32,5,85.27,0,9.43
P0940,Healthcare,17,423,17,8.14,3,0.12,3,597.98,0,6.04
P0941,Retail,3,435,23,9.79,2,0.46,5,689.35,0,9.78
P0942,Technology,4,56,15,3.05,1,0.12,5,39.18,1,10.0
P0943,Manufacturing,18,66,22,9.69,3,0.31,2,114.65,0,3.36
P0944,Healthcare,15,335,21,1.54,3,0.12,3,309.47,1,8.6
P0945,Finance,3,448,21,3.05,2,0.51,5,528.39,0,10.0
P0946,Manufacturing,3,292,20,3.8,5,0.05,2,298.61,1,7.07
P0947,Retail,7,154,16,2.41,3,0.95,5,188.26,0,8.17
P0948,Manufacturing,4,191,11,1.0,1,0.88,4,214.79,0,7.78
P0949,Technology,15,263,9,7.19,1,0.23,5,369.2,0,8.78
P0950,Finance,8,304,11,2.28,2,0.03,3,278.7,1,7.22
P0951,Technology,4,300,20,8.93,0,0.65,4,488.11,0,8.62
P0952,Retail,10,454,3,3.01,1,0.1,4,443.5,1,10.0
P0953,Manufacturing,15,172,8,5.51,2,0.87,4,253.96,0,8.36
P0954,Manufacturing,19,259,9,9.33,0,0.55,5,414.9,0,9.0
P0955,Healthcare,17,92,22,1.44,3,0.83,3,102.07,0,6.71
P0956,Technology,14,71,7,6.98,1,0.06,4,78.13,1,9.21
P0957,Finance,4,441,13,4.2,1,0.23,5,496.24,1,10.0
P0958,Technology,10,140,11,9.49,4,0.46,1,232.0,0,2.75
P0959,Manufacturing,19,429,10,1.27,1,0.91,3,514.31,0,3.97
P0960,Manufacturing,18,437,18,3.49,1,0.75,1,575.01,0,2.56
P0961,Finance,10,392,5,6.05,3,0.89,3,581.29,0,6.09
P0962,Technology,11,207,4,3.55,4,0.71,5,247.37,0,10.0
P0963,Healthcare,6,383,13,4.06,3,0.74,5,488.87,0,9.66
P0964,Healthcare,11,244,21,9.67,0,0.71,3,418.03,0,6.17
P0965,Retail,17,175,3,1.07,1,0.8,4,196.84,0,8.54
P0966,Finance,6,168,18,8.51,2,0.35,4,253.28,0,8.01
P0967,Manufacturing,12,107,19,5.95,4,0.33,5,141.49,0,10.0
P0968,Manufacturing,12,143,8,5.41,0,0.24,1,170.14,0,3.34
P0969,Retail,8,240,4,5.21,2,0.23,5,276.62,0,9.55
P0970,Healthcare,14,488,16,4.2,3,0.2,1,568.48,0,1.13
P0971,Manufacturing,10,202,18,7.61,2,0.94,2,325.77,0,3.55
P0972,Manufacturing,19,382,9,9.34,2,0.27,3,610.59,0,6.31
P0973,Retail,11,87,4,8.9,2,0.2,3,144.17,0,7.41
P0974,Manufacturing,8,73,3,7.75,2,0.91,2,117.67,0,3.96
P0975,Manufacturing,8,198,8,6.29,0,0.46,3,262.83,0,4.39
P0976,Technology,17,139,15,1.77,1,0.06,4,152.13,1,8.51
P0977,Healthcare,3,136,14,8.37,3,0.45,4,194.08,0,7.91
P0978,Manufacturing,8,278,9,8.12,3,0.12,3,403.94,0,5.39
P0979,Manufacturing,13,492,7,7.55,2,0.38,2,716.36,0,4.6
P0980,Finance,9,186,23,3.8,2,0.01,3,187.2,1,7.13
P0981,Finance,6,127,22,2.13,1,0.78,2,171.46,0,3.96
P0982,Finance,10,399,23,4.74,2,0.71,3,526.09,0,5.84
P0983,Retail,4,428,19,7.14,0,0.39,3,602.33,0,5.49
P0984,Manufacturing,13,451,5,8.17,1,1.0,5,747.18,0,9.54
P0985,Technology,5,71,15,3.5,0,0.54,2,69.53,0,3.68
P0986,Retail,17,239,14,6.89,0,0.58,3,334.91,0,5.37
P0987,Manufacturing,11,406,15,2.02,4,0.51,3,447.63,0,5.23
P0988,Technology,19,422,6,3.67,1,0.04,2,457.79,1,6.99
P0989,Healthcare,7,302,15,5.2,5,0.06,3,351.58,0,7.71
P0990,Healthcare,3,406,19,3.73,0,0.77,5,527.48,0,10.0
P0991,Retail,11,406,14,7.33,1,0.83,3,610.93,0,4.7
P0992,Manufacturing,16,268,21,4.8,4,0.25,4,337.57,0,6.64
P0993,Technology,6,109,14,2.04,1,0.17,3,119.84,1,9.13
P0994,Technology,19,314,10,7.29,2,0.22,2,444.97,0,5.95
P0995,Finance,9,103,11,2.85,4,0.38,5,96.46,1,10.0
P0996,Finance,11,214,23,9.76,3,0.05,2,320.76,0,2.8
P0997,Retail,13,499,6,5.09,3,0.99,1,714.72,0,2.04
P0998,Retail,16,264,19,3.23,0,0.55,2,332.56,0,3.56
P0999,Healthcare,8,58,17,7.66,2,0.88,2,91.18,0,3.19
P1000,Retail,12,197,23,6.79,1,0.96,1,302.19,0,2.25
